indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	Recently	RB
2	2	2	1	the	OO
3	3	3	1	proof	NN
4	4	4	1	of	OO
5	5	5	1	factorization	NN
6	6	6	1	in	OO
7	7	7	1	heavy	JJ
8	8	8	1	quarkonium	NN
9	9	9	1	production	NN
10	10	10	1	in	OO
11	11	11	1	NRQCD	NN
12	12	12	1	color	NN
13	13	13	1	octet	NN
14	14	14	1	mechanism	NN
15	15	15	1	is	VB
16	16	16	1	given	VB
17	17	17	1	at	OO
18	18	18	1	nexttonexttoleading	JJ
19	19	19	1	order	NN
20	21	21	1	NNLO	NN
21	23	23	1	in	OO
22	24	24	1	coupling	NN
23	25	25	1	constant	JJ
24	26	26	1	by	OO
25	27	27	1	using	VB
26	28	28	1	diagrammatic	JJ
27	29	29	1	method	NN
28	30	30	1	of	OO
29	31	31	1	QCD	NN
30	33	1	2	In	OO
31	34	2	2	this	OO
32	35	3	2	paper	NN
33	36	4	2	we	NN
34	37	5	2	prove	VB
35	38	6	2	factorization	NN
36	39	7	2	in	OO
37	40	8	2	heavy	JJ
38	41	9	2	quarkonium	NN
39	42	10	2	production	NN
40	43	11	2	in	OO
41	44	12	2	NRQCD	NN
42	45	13	2	color	NN
43	46	14	2	octet	NN
44	47	15	2	mechanism	NN
45	48	16	2	at	OO
46	49	17	2	all	OO
47	50	18	2	order	NN
48	51	19	2	in	OO
49	52	20	2	coupling	NN
50	53	21	2	constant	JJ
51	54	22	2	by	OO
52	55	23	2	using	VB
53	56	24	2	path	NN
54	57	25	2	integral	JJ
55	58	26	2	method	NN
56	59	27	2	of	OO
57	60	28	2	QCD	NN
58	62	1	3	Our	JJ
59	63	2	3	proof	NN
60	64	3	3	is	VB
61	65	4	3	valid	JJ
62	66	5	3	to	OO
63	67	6	3	all	OO
64	68	7	3	powers	NN
65	69	8	3	in	OO
66	70	9	3	the	OO
67	71	10	3	heavy	JJ
68	72	11	3	quark	NN
69	73	12	3	relative	JJ
70	74	13	3	velocity	NN
71	76	1	4	We	NN
72	77	2	4	find	VB
73	78	3	4	that	OO
74	79	4	4	the	OO
75	80	5	4	gauge	NN
76	81	6	4	invariance	NN
77	82	7	4	and	OO
78	83	8	4	the	OO
79	84	9	4	factorization	NN
80	85	10	4	at	OO
81	86	11	4	all	OO
82	87	12	4	order	NN
83	88	13	4	in	OO
84	89	14	4	coupling	NN
85	90	15	4	constant	JJ
86	91	16	4	require	VB
87	92	17	4	gaugecompleted	JJ
88	93	18	4	nonperturbative	JJ
89	94	19	4	NRQCD	NN
90	95	20	4	matrix	NN
91	96	21	4	elements	NN
92	97	22	4	that	OO
93	98	23	4	were	VB
94	99	24	4	introduced	VB
95	100	25	4	previously	RB
96	101	26	4	to	OO
97	102	27	4	prove	VB
98	103	28	4	factorization	NN
99	104	29	4	at	OO
100	105	30	4	NNLO	NN
101	107	1	5	INTRODUCTION	NN
102	108	2	5	In	OO
103	109	3	5	the	OO
104	110	4	5	last	JJ
105	111	5	5	two	OO
106	112	6	5	decades	NN
107	114	8	5	the	OO
108	115	9	5	NRQCD	NN
109	116	10	5	color	NN
110	117	11	5	octet	NN
111	118	12	5	mechanism	NN
112	120	14	5	1	OO
113	122	16	5	for	OO
114	123	17	5	heavy	JJ
115	124	18	5	quarkonium	NN
116	125	19	5	production	NN
117	126	20	5	has	VB
118	127	21	5	been	VB
119	128	22	5	very	RB
120	129	23	5	successful	JJ
121	130	24	5	in	OO
122	131	25	5	explaining	VB
123	132	26	5	experimental	JJ
124	133	27	5	data	NN
125	134	28	5	at	OO
126	135	29	5	high	JJ
127	136	30	5	energy	NN
128	137	31	5	colliders	NN
129	138	32	5	such	JJ
130	139	33	5	as	OO
131	140	34	5	at	OO
132	141	35	5	Tevatron	NN
133	143	37	5	2	OO
134	145	39	5	and	OO
135	146	40	5	at	OO
136	147	41	5	LHC	NN
137	149	43	5	3	OO
138	152	1	6	In	OO
139	153	2	6	its	JJ
140	154	3	6	original	JJ
141	155	4	6	formulation	NN
142	157	6	6	1	OO
143	159	8	6	the	OO
144	160	9	6	proof	NN
145	161	10	6	of	OO
146	162	11	6	factorization	NN
147	163	12	6	in	OO
148	164	13	6	heavy	JJ
149	165	14	6	quarkonium	NN
150	166	15	6	production	NN
151	167	16	6	in	OO
152	168	17	6	NRQCD	NN
153	169	18	6	color	NN
154	170	19	6	octet	NN
155	171	20	6	mechanism	NN
156	172	21	6	was	VB
157	173	22	6	lacking	VB
158	175	1	7	The	OO
159	176	2	7	proof	NN
160	177	3	7	of	OO
161	178	4	7	factorization	NN
162	179	5	7	is	VB
163	180	6	7	an	OO
164	181	7	7	essential	JJ
165	182	8	7	requirement	NN
166	183	9	7	to	OO
167	184	10	7	study	VB
168	185	11	7	heavy	JJ
169	186	12	7	quarkonium	NN
170	187	13	7	production	NN
171	188	14	7	at	OO
172	189	15	7	high	JJ
173	190	16	7	energy	NN
174	191	17	7	colliders	NN
175	193	1	8	Factorization	NN
176	194	2	8	refers	VB
177	195	3	8	to	OO
178	196	4	8	separation	NN
179	197	5	8	of	OO
180	198	6	8	shortdistance	JJ
181	199	7	8	effects	NN
182	200	8	8	from	OO
183	201	9	8	longdistance	JJ
184	202	10	8	effects	NN
185	203	11	8	in	OO
186	204	12	8	quantum	NN
187	205	13	8	field	NN
188	206	14	8	theory	NN
189	208	1	9	Recently	RB
190	209	2	9	the	OO
191	210	3	9	proof	NN
192	211	4	9	of	OO
193	212	5	9	factorization	NN
194	213	6	9	in	OO
195	214	7	9	heavy	JJ
