indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag
1	1	1	1	Recently	RB
2	2	2	1	the	OO
3	3	3	1	proof	NN
4	4	4	1	of	OO
5	5	5	1	factorization	NN
6	6	6	1	in	OO
7	7	7	1	heavy	JJ
8	8	8	1	quarkonium	NN
9	9	9	1	production	NN
10	10	10	1	in	OO
11	11	11	1	NRQCD	NN
12	12	12	1	color	NN
13	13	13	1	octet	NN
14	14	14	1	mechanism	NN
15	15	15	1	is	VB
16	16	16	1	given	VB
17	17	17	1	at	OO
18	18	18	1	nexttonexttoleading	JJ
19	19	19	1	order	NN
20	21	21	1	NNLO	NN
21	23	23	1	in	OO
22	24	24	1	coupling	VB
23	25	25	1	constant	JJ
24	26	26	1	by	OO
25	27	27	1	using	VB
26	28	28	1	diagrammatic	JJ
27	29	29	1	method	NN
28	30	30	1	of	OO
29	31	31	1	QCD	NN
30	32	1	2	In	OO
31	33	2	2	this	OO
32	34	3	2	paper	NN
33	35	4	2	we	NN
34	36	5	2	prove	VB
35	37	6	2	factorization	NN
36	38	7	2	in	OO
37	39	8	2	heavy	JJ
38	40	9	2	quarkonium	NN
39	41	10	2	production	NN
40	42	11	2	in	OO
41	43	12	2	NRQCD	NN
42	44	13	2	color	NN
43	45	14	2	octet	NN
44	46	15	2	mechanism	NN
45	47	16	2	at	OO
46	48	17	2	all	OO
47	49	18	2	order	NN
48	50	19	2	in	OO
49	51	20	2	coupling	VB
50	52	21	2	constant	JJ
51	53	22	2	by	OO
52	54	23	2	using	VB
53	55	24	2	path	NN
54	56	25	2	integral	JJ
55	57	26	2	method	NN
56	58	27	2	of	OO
57	59	28	2	QCD	NN
58	60	1	3	Our	JJ
59	61	2	3	proof	NN
60	62	3	3	is	VB
61	63	4	3	valid	JJ
62	64	5	3	to	OO
63	65	6	3	all	OO
64	66	7	3	powers	NN
65	67	8	3	in	OO
66	68	9	3	the	OO
67	69	10	3	heavy	JJ
68	70	11	3	quark	NN
69	71	12	3	relative	JJ
70	72	13	3	velocity	NN
71	74	1	4	We	NN
72	75	2	4	find	VB
73	76	3	4	that	OO
74	77	4	4	the	OO
75	78	5	4	gauge	NN
76	79	6	4	invariance	NN
77	80	7	4	and	OO
78	81	8	4	the	OO
79	82	9	4	factorization	NN
80	83	10	4	at	OO
81	84	11	4	all	OO
82	85	12	4	order	NN
83	86	13	4	in	OO
84	87	14	4	coupling	NN
85	88	15	4	constant	JJ
86	89	16	4	require	VB
87	90	17	4	gaugecompleted	JJ
88	91	18	4	nonperturbative	JJ
89	92	19	4	NRQCD	NN
90	93	20	4	matrix	NN
91	94	21	4	elements	NN
92	95	22	4	that	OO
93	96	23	4	were	VB
94	97	24	4	introduced	VB
95	98	25	4	previously	RB
96	99	26	4	to	OO
97	100	27	4	prove	VB
98	101	28	4	factorization	NN
99	102	29	4	at	OO
100	103	30	4	NNLO	NN
101	105	32	4	INTRODUCTION	NN
102	106	33	4	In	OO
103	107	34	4	the	OO
104	108	35	4	last	JJ
105	109	36	4	two	OO
106	110	37	4	decades	NN
107	112	39	4	the	OO
108	113	40	4	NRQCD	NN
109	114	41	4	color	NN
110	115	42	4	octet	NN
111	116	43	4	mechanism	NN
112	117	44	4	1	OO
113	119	46	4	for	OO
114	120	47	4	heavy	JJ
115	121	48	4	quarkonium	NN
116	122	49	4	production	NN
117	123	50	4	has	VB
118	124	51	4	been	VB
119	125	52	4	very	RB
120	126	53	4	successful	JJ
121	127	54	4	in	OO
122	128	55	4	explaining	VB
123	129	56	4	experimental	JJ
124	130	57	4	data	NN
125	131	58	4	at	OO
126	132	59	4	high	JJ
127	133	60	4	energy	NN
128	134	61	4	colliders	NN
129	135	62	4	such	JJ
130	136	63	4	as	OO
131	137	64	4	at	OO
132	138	65	4	Tevatron	NN
133	139	66	4	2	OO
134	141	68	4	and	OO
135	142	69	4	at	OO
136	143	70	4	LHC	NN
137	144	71	4	3	NN
138	146	1	5	In	OO
139	147	2	5	its	JJ
140	148	3	5	original	JJ
141	149	4	5	formulation	NN
142	150	5	5	1	OO
143	152	7	5	the	OO
144	153	8	5	proof	NN
145	154	9	5	of	OO
146	155	10	5	factorization	NN
147	156	11	5	in	OO
148	157	12	5	heavy	JJ
149	158	13	5	quarkonium	NN
150	159	14	5	production	NN
151	160	15	5	in	OO
152	161	16	5	NRQCD	NN
153	162	17	5	color	NN
154	163	18	5	octet	NN
155	164	19	5	mechanism	NN
156	165	20	5	was	VB
157	166	21	5	lacking	VB
158	168	1	6	The	OO
159	169	2	6	proof	NN
160	170	3	6	of	OO
161	171	4	6	factorization	NN
162	172	5	6	is	VB
163	173	6	6	an	OO
164	174	7	6	essential	JJ
165	175	8	6	requirement	NN
166	176	9	6	to	OO
167	177	10	6	study	VB
168	178	11	6	heavy	JJ
169	179	12	6	quarkonium	NN
170	180	13	6	production	NN
171	181	14	6	at	OO
172	182	15	6	high	JJ
173	183	16	6	energy	NN
174	184	17	6	colliders	NN
175	186	1	7	Factorization	NN
176	187	2	7	refers	VB
177	188	3	7	to	OO
178	189	4	7	separation	NN
179	190	5	7	of	OO
180	191	6	7	shortdistance	JJ
181	192	7	7	effects	NN
182	193	8	7	from	OO
183	194	9	7	longdistance	JJ
184	195	10	7	effects	NN
185	196	11	7	in	OO
186	197	12	7	quantum	NN
187	198	13	7	field	NN
188	199	14	7	theory	NN
189	201	1	8	Recently	RB
190	202	2	8	the	OO
191	203	3	8	proof	NN
192	204	4	8	of	OO
193	205	5	8	factorization	NN
194	206	6	8	in	OO
195	207	7	8	heavy	JJ
